Date,Ticker,% Return,High,Low,Open,Close,Low %,High %
2014-01-03,YZC,-0.00607533414338,8.25,8.13,8.23,8.18,0.00243013365735,-0.0121506682868
2014-01-03,VHI,-0.01,16.0,15.73,16.0,15.84,0.0,-0.016875
2014-01-03,SAM,-0.02139091493,225.479996,215.729996,223.460007,218.679993,0.00903959964523,-0.0345923689155
2014-01-03,EBR,0.037037037037,2.53,2.42,2.43,2.52,0.0411522633745,-0.00411522633745
2014-01-03,GFA,0.0513698630137,3.1,2.88,2.92,3.07,0.0616438356164,-0.013698630137
2014-01-06,CBK,0.0138888888889,8.19,7.92,7.92,8.03,0.0340909090909,0.0
2014-01-06,USU,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-06,WH,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-06,NMBL,-0.053339168026,45.369999,42.689999,45.369999,42.950001,0.0,-0.0590698712601
2014-01-06,ARL,-0.0112781954887,5.36,5.26,5.32,5.26,0.00751879699248,-0.0112781954887
2014-01-07,WH,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-07,RT,-0.0408805031447,6.41,6.07,6.36,6.1,0.00786163522013,-0.0455974842767
2014-01-07,TRMR,-0.031007751938,5.16,4.92,5.16,5.0,0.0,-0.046511627907
2014-01-07,ODP,-0.0122699386503,4.97,4.71,4.89,4.83,0.0163599182004,-0.0368098159509
2014-01-07,NCS,0.0223834832194,16.969999,16.4,16.530001,16.9,0.02661814721,-0.00786454882852
2014-01-08,CYNI,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-08,HGG,-0.00791556728232,11.49,11.24,11.37,11.28,0.0105540897098,-0.0114335971856
2014-01-08,EDN,0.0527272727273,6.0,5.5,5.5,5.79,0.0909090909091,0.0
2014-01-08,TXTR,-0.0944191295191,28.85,25.59,28.49,25.799999,0.012636012636,-0.10179010179
2014-01-08,DL,0.0609980899569,18.370001,16.23,16.23,17.219999,0.131854651879,0.0
2014-01-09,TCS,-0.0557620845483,40.5,36.5,40.349998,38.099998,0.00371752186952,-0.095415072883
2014-01-09,VRS,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-09,AZZ,0.00223602484472,40.490002,40.0,40.25,40.34,0.0059627826087,-0.00621118012422
2014-01-09,JCP,-0.00520833333333,7.78,7.6,7.68,7.64,0.0130208333333,-0.0104166666667
2014-01-09,TXTR,0.00985961282292,28.059999,25.75,26.370001,26.629999,0.0640879004897,-0.023511603204
2014-01-10,ZLC,0.0798403193613,16.91,14.9,15.03,16.23,0.125083166999,-0.0086493679308
2014-01-10,PIR,0.0547676745835,21.709999,20.450001,20.450001,21.57,0.0616135911191,0.0
2014-01-10,CALX,0.0145278450363,8.41,8.2,8.26,8.38,0.0181598062954,-0.00726392251816
2014-01-10,QIHU,-0.00466712121511,82.190002,79.989998,81.419998,81.040001,0.00945718519914,-0.0175632527036
2014-01-10,SIG,-0.0317201720911,74.0,71.400002,73.769997,71.43,0.00311783935683,-0.0321268143741
2014-01-13,GSE,0.0,1.12,1.12,1.12,1.12,0.0,0.0
2014-01-13,NRP,-0.0224852071006,17.040001,16.35,16.9,16.52,0.00828408284024,-0.0325443786982
2014-01-13,SNX,-0.0177524646674,58.360001,56.630001,58.02,56.990002,0.00586006549466,-0.0239572388831
2014-01-13,SEM,0.00361990950226,11.13,10.86,11.05,11.09,0.00723981900452,-0.0171945701357
2014-01-13,NM,-0.00448430493274,9.24,8.58,8.92,8.88,0.0358744394619,-0.0381165919283
2014-01-14,PGEM,0.0178571428571,14.35,13.84,14.0,14.25,0.025,-0.0114285714286
2014-01-14,BORN,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-14,NES,0.00147058823529,14.29,13.26,13.6,13.62,0.0507352941176,-0.025
2014-01-14,VRS,-0.0314960629921,3.96,3.62,3.81,3.69,0.0393700787402,-0.0498687664042
2014-01-14,ZLC,-0.00878378378378,15.22,14.43,14.8,14.67,0.0283783783784,-0.025
2014-01-15,GME,0.00626017929994,37.029999,36.25,36.740002,36.970001,0.00789322221594,-0.0133370161493
2014-01-15,WWW,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
2014-01-15,BTH,0.0327695560254,9.79,9.36,9.46,9.77,0.0348837209302,-0.0105708245243
2014-01-15,APU,0.00353766492747,42.669998,42.139999,42.400002,42.549999,0.00636782988831,-0.00613214593716
2014-01-15,ARL,0.0223577235772,5.08,4.33,4.92,5.03,0.0325203252033,-0.119918699187
2014-01-16,NUS,-0.0555740944919,95.830002,67.510002,89.790001,84.800003,0.0672680803289,-0.248134522239
2014-01-16,VRS,-0.0369230769231,3.34,3.0,3.25,3.13,0.0276923076923,-0.0769230769231
2014-01-16,MEG,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK,DEAD_STOCK
